机型,日期,销量,月份,周数,index
荣耀8X Max,10.2-10.8,1231,10,41,1225803
荣耀8X Max,10.9-10.15,1160,10,42,1225803
荣耀8X Max,10.16-10.22,1165,10,43,1225803
荣耀9X,1.1-1.5,160866,1,1,1233472
荣耀9X,1.6-1.12,213694,1,2,1233472
荣耀9X,1.13-1.19,231079,1,3,1233472
荣耀9X,1.20-1.26,277369,1,4,1233472
荣耀9X,1.27-1.31,160476,1,5,1233472
荣耀9X,2.1-2.2,55845,2,5,1233472
荣耀9X,2.3-2.9,145779,2,6,1233472
荣耀9X,2.10-2.16,131833,2,7,1233472
荣耀9X,2.17-2.23,142225,2,8,1233472
荣耀9X,2.24-2.29,157263,2,9,1233472
荣耀9X,3.1-3.5,155054,3,10,1233472
荣耀9X,3.6-3.12,213104,3,11,1233472
荣耀9X,3.13-3.19,254843,3,12,1233472
荣耀9X,3.20-3.26,242017,3,13,1233472
荣耀9X,3.27-3.31,149470,3,14,1233472
荣耀9X,4.1-4.2,64085,4,14,1233472
荣耀9X,4.3-4.9,217956,4,15,1233472
荣耀9X,4.10-4.16,187217,4,16,1233472
荣耀9X,4.17-4.23,177350,4,17,1233472
荣耀9X,4.24-4.30,142375,4,18,1233472
荣耀9X,5.1-5.7,135877,5,19,1233472
荣耀9X,5.8-5.14,117007,5,20,1233472
荣耀9X,5.15-5.21,86206,5,21,1233472
荣耀9X,5.22-5.28,64678,5,22,1233472
荣耀9X,5.29-5.31,30400,5,23,1233472
荣耀9X,6.1-6.4,38492,6,23,1233472
荣耀9X,6.5-6.11,60080,6,24,1233472
荣耀9X,6.12-6.18,59499,6,25,1233472
荣耀9X,6.19-6.25,55011,6,26,1233472
荣耀9X,6.26-6.30,38753,6,27,1233472
荣耀9X,7.1-7.2,17089,7,27,1233472
荣耀9X,7.3-7.9,45047,7,28,1233472
荣耀9X,7.10-7.16,42302,7,29,1233472
荣耀9X,7.17-7.23,42811,7,30,1233472
荣耀9X,7.24-7.30,45941,7,31,1233472
荣耀9X,7.31-7.31,6563,7,32,1233472
荣耀9X,8.1-8.6,39756,8,32,1233472
荣耀9X,8.7-8.13,42076,8,33,1233472
荣耀9X,8.14-8.20,39432,8,34,1233472
荣耀9X,8.21-8.27,37403,8,35,1233472
荣耀9X,8.28-8.31,23966,8,36,1233472
荣耀9X,9.1-9.3,22218,9,36,1233472
荣耀9X,9.4-9.10,34801,9,37,1233472
荣耀9X,9.11-9.17,35225,9,38,1233472
荣耀9X,9.18-9.24,32809,9,39,1233472
荣耀9X,9.25-9.30,27346,9,40,1233472
荣耀9X,10.1,6779,10,40,1233472
荣耀9X,10.2-10.8,32926,10,41,1233472
荣耀9X,10.9-10.15,31382,10,42,1233472
荣耀9X,10.16-10.22,30084,10,43,1233472
荣耀9X pro,1.1-1.5,20557,1,1,1284835
荣耀9X pro,1.6-1.12,28131,1,2,1284835
荣耀9X pro,1.13-1.19,30816,1,3,1284835
荣耀9X pro,1.20-1.26,37559,1,4,1284835
荣耀9X pro,1.27-1.31,25490,1,5,1284835
荣耀9X pro,2.1-2.2,6391,2,5,1284835
荣耀9X pro,2.3-2.9,18041,2,6,1284835
荣耀9X pro,2.10-2.16,17097,2,7,1284835
荣耀9X pro,2.17-2.23,18094,2,8,1284835
荣耀9X pro,2.24-2.29,20316,2,9,1284835
荣耀9X pro,3.1-3.5,20393,3,10,1284835
荣耀9X pro,3.6-3.12,27482,3,11,1284835
荣耀9X pro,3.13-3.19,30616,3,12,1284835
荣耀9X pro,3.20-3.26,28395,3,13,1284835
荣耀9X pro,3.27-3.31,17622,3,14,1284835
荣耀9X pro,4.1-4.2,7665,4,14,1284835
荣耀9X pro,4.3-4.9,24908,4,15,1284835
荣耀9X pro,4.10-4.16,21889,4,16,1284835
荣耀9X pro,4.17-4.23,21604,4,17,1284835
荣耀9X pro,4.24-4.30,17521,4,18,1284835
荣耀9X pro,5.1-5.7,16789,5,19,1284835
荣耀9X pro,5.8-5.14,14912,5,20,1284835
荣耀9X pro,5.15-5.21,11332,5,21,1284835
荣耀9X pro,5.22-5.28,9375,5,22,1284835
荣耀9X pro,5.29-5.31,4311,5,23,1284835
荣耀9X pro,6.1-6.4,5578,6,23,1284835
荣耀9X pro,6.5-6.11,8005,6,24,1284835
荣耀9X pro,6.12-6.18,8445,6,25,1284835
荣耀9X pro,6.19-6.25,8402,6,26,1284835
荣耀9X pro,6.26-6.30,6621,6,27,1284835
荣耀9X pro,7.1-7.2,3071,7,27,1284835
荣耀9X pro,7.3-7.9,8514,7,28,1284835
荣耀9X pro,7.10-7.16,7469,7,29,1284835
荣耀9X pro,7.17-7.23,7616,7,30,1284835
荣耀9X pro,7.24-7.30,8411,7,31,1284835
荣耀9X pro,7.31-7.31,1202,7,32,1284835
荣耀9X pro,8.1-8.6,7036,8,32,1284835
荣耀9X pro,8.7-8.13,7804,8,33,1284835
荣耀9X pro,8.14-8.20,7127,8,34,1284835
荣耀9X pro,8.21-8.27,7063,8,35,1284835
荣耀9X pro,8.28-8.31,5134,8,36,1284835
荣耀9X pro,9.1-9.3,3879,9,36,1284835
荣耀9X pro,9.4-9.10,6934,9,37,1284835
荣耀9X pro,9.11-9.17,8146,9,38,1284835
荣耀9X pro,9.18-9.24,7714,9,39,1284835
荣耀9X pro,9.25-9.30,6223,9,40,1284835
荣耀9X pro,10.1,1411,10,40,1284835
荣耀9X pro,10.2-10.8,6796,10,41,1284835
荣耀9X pro,10.9-10.15,6648,10,42,1284835
荣耀9X pro,10.16-10.22,6176,10,43,1284835
荣耀Magic 2,1.1-1.5,13819,1,1,1204795
荣耀Magic 2,1.6-1.12,16162,1,2,1204795
荣耀Magic 2,1.13-1.19,16372,1,3,1204795
荣耀Magic 2,1.20-1.26,14992,1,4,1204795
荣耀Magic 2,1.27-1.31,9104,1,5,1204795
荣耀Magic 2,2.1-2.2,2930,2,5,1204795
荣耀Magic 2,2.3-2.9,16341,2,6,1204795
荣耀Magic 2,2.10-2.16,10419,2,7,1204795
荣耀Magic 2,2.17-2.23,8633,2,8,1204795
荣耀Magic 2,2.24-2.29,4932,2,9,1204795
荣耀Magic 2,3.1-3.5,3660,3,10,1204795
荣耀Magic 2,3.6-3.12,4533,3,11,1204795
荣耀Magic 2,3.13-3.19,4922,3,12,1204795
荣耀Magic 2,3.20-3.26,4036,3,13,1204795
荣耀Magic 2,3.27-3.31,3161,3,14,1204795
荣耀Magic 2,4.1-4.2,1632,4,14,1204795
荣耀Magic 2,4.3-4.9,4976,4,15,1204795
荣耀Magic 2,4.10-4.16,4582,4,16,1204795
荣耀Magic 2,4.17-4.23,4214,4,17,1204795
荣耀Magic 2,4.24-4.30,4114,4,18,1204795
荣耀Magic 2,5.1-5.7,4235,5,19,1204795
荣耀Magic 2,5.8-5.14,4008,5,20,1204795
荣耀Magic 2,5.15-5.21,3055,5,21,1204795
荣耀Magic 2,5.22-5.28,2970,5,22,1204795
荣耀Magic 2,5.29-5.31,1327,5,23,1204795
荣耀Magic 2,6.1-6.4,1776,6,23,1204795
荣耀Magic 2,6.5-6.11,2883,6,24,1204795
荣耀Magic 2,6.12-6.18,2835,6,25,1204795
荣耀Magic 2,6.19-6.25,3506,6,26,1204795
荣耀Magic 2,6.26-6.30,3733,6,27,1204795
荣耀Magic 2,7.1-7.2,1032,7,27,1204795
荣耀Magic 2,7.3-7.9,3056,7,28,1204795
荣耀Magic 2,7.10-7.16,2621,7,29,1204795
荣耀Magic 2,7.17-7.23,2662,7,30,1204795
荣耀Magic 2,7.24-7.30,2396,7,31,1204795
荣耀Magic 2,7.31-7.31,342,7,32,1204795
荣耀Magic 2,8.1-8.6,2464,8,32,1204795
荣耀Magic 2,8.7-8.13,2786,8,33,1204795
荣耀Magic 2,8.14-8.20,2535,8,34,1204795
荣耀Magic 2,8.21-8.27,3121,8,35,1204795
荣耀Magic 2,8.28-8.31,3391,8,36,1204795
荣耀Magic 2,9.1-9.3,1397,9,36,1204795
荣耀Magic 2,9.4-9.10,2618,9,37,1204795
荣耀Magic 2,9.11-9.17,2700,9,38,1204795
荣耀Magic 2,9.18-9.24,2297,9,39,1204795
荣耀Magic 2,9.25-9.30,2780,9,40,1204795
荣耀Magic 2,10.1,515,10,40,1204795
荣耀Magic 2,10.2-10.8,2915,10,41,1204795
荣耀Magic 2,10.9-10.15,1726,10,42,1204795
荣耀Magic 2,10.16-10.22,3526,10,43,1204795
荣耀Play3,1.1-1.5,52345,1,1,1290731
荣耀Play3,1.6-1.12,71325,1,2,1290731
荣耀Play3,1.13-1.19,81228,1,3,1290731
荣耀Play3,1.20-1.26,101427,1,4,1290731
荣耀Play3,1.27-1.31,58850,1,5,1290731
荣耀Play3,2.1-2.2,22018,2,5,1290731
荣耀Play3,2.3-2.9,60495,2,6,1290731
荣耀Play3,2.10-2.16,55263,2,7,1290731
荣耀Play3,2.17-2.23,60012,2,8,1290731
荣耀Play3,2.24-2.29,68833,2,9,1290731
荣耀Play3,3.1-3.5,69807,3,10,1290731
荣耀Play3,3.6-3.12,97238,3,11,1290731
荣耀Play3,3.13-3.19,115624,3,12,1290731
荣耀Play3,3.20-3.26,115233,3,13,1290731
荣耀Play3,3.27-3.31,74852,3,14,1290731
荣耀Play3,4.1-4.2,33134,4,14,1290731
荣耀Play3,4.3-4.9,116910,4,15,1290731
荣耀Play3,4.10-4.16,104666,4,16,1290731
荣耀Play3,4.17-4.23,108322,4,17,1290731
荣耀Play3,4.24-4.30,96856,4,18,1290731
荣耀Play3,5.1-5.7,98015,5,19,1290731
荣耀Play3,5.8-5.14,89772,5,20,1290731
荣耀Play3,5.15-5.21,83336,5,21,1290731
荣耀Play3,5.22-5.28,79566,5,22,1290731
荣耀Play3,5.29-5.31,41645,5,23,1290731
荣耀Play3,6.1-6.4,46037,6,23,1290731
荣耀Play3,6.5-6.11,78154,6,24,1290731
荣耀Play3,6.12-6.18,76685,6,25,1290731
荣耀Play3,6.19-6.25,83840,6,26,1290731
荣耀Play3,6.26-6.30,60068,6,27,1290731
荣耀Play3,7.1-7.2,24185,7,27,1290731
荣耀Play3,7.3-7.9,77153,7,28,1290731
荣耀Play3,7.10-7.16,79226,7,29,1290731
荣耀Play3,7.17-7.23,80977,7,30,1290731
荣耀Play3,7.24-7.30,78350,7,31,1290731
荣耀Play3,7.31-7.31,11193,7,32,1290731
荣耀Play3,8.1-8.6,68765,8,32,1290731
荣耀Play3,8.7-8.13,74888,8,33,1290731
荣耀Play3,8.14-8.20,67985,8,34,1290731
荣耀Play3,8.21-8.27,66033,8,35,1290731
荣耀Play3,8.28-8.31,38411,8,36,1290731
荣耀Play3,9.1-9.3,24264,9,36,1290731
荣耀Play3,9.4-9.10,48765,9,37,1290731
荣耀Play3,9.11-9.17,45344,9,38,1290731
荣耀Play3,9.18-9.24,39860,9,39,1290731
荣耀Play3,9.25-9.30,32065,9,40,1290731
荣耀Play3,10.1,10780,10,40,1290731
荣耀Play3,10.2-10.8,47568,10,41,1290731
荣耀Play3,10.9-10.15,32923,10,42,1290731
荣耀Play3,10.16-10.22,32540,10,43,1290731
荣耀Play3e,1.1-1.5,5066,1,1,1293200
荣耀Play3e,1.6-1.12,6856,1,2,1293200
荣耀Play3e,1.13-1.19,7558,1,3,1293200
荣耀Play3e,1.20-1.26,9358,1,4,1293200
荣耀Play3e,1.27-1.31,6360,1,5,1293200
荣耀Play3e,2.1-2.2,1692,2,5,1293200
荣耀Play3e,2.3-2.9,5335,2,6,1293200
荣耀Play3e,2.10-2.16,5004,2,7,1293200
荣耀Play3e,2.17-2.23,5169,2,8,1293200
荣耀Play3e,2.24-2.29,5312,2,9,1293200
荣耀Play3e,3.1-3.5,4845,3,10,1293200
荣耀Play3e,3.6-3.12,6767,3,11,1293200
荣耀Play3e,3.13-3.19,7012,3,12,1293200
荣耀Play3e,3.20-3.26,7329,3,13,1293200
荣耀Play3e,3.27-3.31,5392,3,14,1293200
荣耀Play3e,4.1-4.2,2513,4,14,1293200
荣耀Play3e,4.3-4.9,9367,4,15,1293200
荣耀Play3e,4.10-4.16,9872,4,16,1293200
荣耀Play3e,4.17-4.23,10576,4,17,1293200
荣耀Play3e,4.24-4.30,11067,4,18,1293200
荣耀Play3e,5.1-5.7,12915,5,19,1293200
荣耀Play3e,5.8-5.14,12782,5,20,1293200
荣耀Play3e,5.15-5.21,13159,5,21,1293200
荣耀Play3e,5.22-5.28,14395,5,22,1293200
荣耀Play3e,5.29-5.31,8581,5,23,1293200
荣耀Play3e,6.1-6.4,8972,6,23,1293200
荣耀Play3e,6.5-6.11,16471,6,24,1293200
荣耀Play3e,6.12-6.18,16580,6,25,1293200
荣耀Play3e,6.19-6.25,19993,6,26,1293200
荣耀Play3e,6.26-6.30,14727,6,27,1293200
荣耀Play3e,7.1-7.2,5824,7,27,1293200
荣耀Play3e,7.3-7.9,18307,7,28,1293200
荣耀Play3e,7.10-7.16,20191,7,29,1293200
荣耀Play3e,7.17-7.23,20695,7,30,1293200
荣耀Play3e,7.24-7.30,19964,7,31,1293200
荣耀Play3e,7.31-7.31,2852,7,32,1293200
荣耀Play3e,8.1-8.6,17497,8,32,1293200
荣耀Play3e,8.7-8.13,20420,8,33,1293200
荣耀Play3e,8.14-8.20,19310,8,34,1293200
荣耀Play3e,8.21-8.27,18682,8,35,1293200
荣耀Play3e,8.28-8.31,10507,8,36,1293200
荣耀Play3e,9.1-9.3,6089,9,36,1293200
荣耀Play3e,9.4-9.10,13374,9,37,1293200
荣耀Play3e,9.11-9.17,12496,9,38,1293200
荣耀Play3e,9.18-9.24,11628,9,39,1293200
荣耀Play3e,9.25-9.30,9456,9,40,1293200
荣耀Play3e,10.1,3236,10,40,1293200
荣耀Play3e,10.2-10.8,14688,10,41,1293200
荣耀Play3e,10.9-10.15,9386,10,42,1293200
荣耀Play3e,10.16-10.22,10159,10,43,1293200
荣耀Play4,1.1-1.5,\,1,1,1325752
荣耀Play4,1.6-1.12,\,1,2,1325752
荣耀Play4,1.13-1.19,\,1,3,1325752
荣耀Play4,1.20-1.26,\,1,4,1325752
荣耀Play4,1.27-1.31,\,1,5,1325752
荣耀Play4,2.1-2.2,\,2,5,1325752
荣耀Play4,2.3-2.9,\,2,6,1325752
荣耀Play4,2.10-2.16,\,2,7,1325752
荣耀Play4,2.17-2.23,\,2,8,1325752
荣耀Play4,2.24-2.29,\,2,9,1325752
荣耀Play4,3.1-3.5,\,3,10,1325752
荣耀Play4,3.6-3.12,\,3,11,1325752
荣耀Play4,3.13-3.19,\,3,12,1325752
荣耀Play4,3.20-3.26,\,3,13,1325752
荣耀Play4,3.27-3.31,\,3,14,1325752
荣耀Play4,4.1-4.2,\,4,14,1325752
荣耀Play4,4.3-4.9,\,4,15,1325752
荣耀Play4,4.10-4.16,\,4,16,1325752
荣耀Play4,4.17-4.23,\,4,17,1325752
荣耀Play4,4.24-4.30,\,4,18,1325752
荣耀Play4,5.1-5.7,\,5,19,1325752
荣耀Play4,5.8-5.14,\,5,20,1325752
荣耀Play4,5.15-5.21,\,5,21,1325752
荣耀Play4,5.22-5.28,\,5,22,1325752
荣耀Play4,5.29-5.31,\,5,23,1325752
荣耀Play4,6.1-6.4,\,6,23,1325752
荣耀Play4,6.5-6.11,\,6,24,1325752
荣耀Play4,6.12-6.18,641,6,25,1325752
荣耀Play4,6.19-6.25,2055,6,26,1325752
荣耀Play4,6.26-6.30,1508,6,27,1325752
荣耀Play4,7.1-7.2,606,7,27,1325752
荣耀Play4,7.3-7.9,3410,7,28,1325752
荣耀Play4,7.10-7.16,5330,7,29,1325752
荣耀Play4,7.17-7.23,6525,7,30,1325752
荣耀Play4,7.24-7.30,10249,7,31,1325752
荣耀Play4,7.31-7.31,1464,7,32,1325752
荣耀Play4,8.1-8.6,11504,8,32,1325752
荣耀Play4,8.7-8.13,15209,8,33,1325752
荣耀Play4,8.14-8.20,18311,8,34,1325752
荣耀Play4,8.21-8.27,19533,8,35,1325752
荣耀Play4,8.28-8.31,12706,8,36,1325752
荣耀Play4,9.1-9.3,8221,9,36,1325752
荣耀Play4,9.4-9.10,18185,9,37,1325752
荣耀Play4,9.11-9.17,17752,9,38,1325752
荣耀Play4,9.18-9.24,17110,9,39,1325752
荣耀Play4,9.25-9.30,14384,9,40,1325752
荣耀Play4,10.1,3067,10,40,1325752
荣耀Play4,10.2-10.8,18525,10,41,1325752
荣耀Play4,10.9-10.15,16339,10,42,1325752
荣耀Play4,10.16-10.22,15435,10,43,1325752
荣耀Play4 Pro,1.1-1.5,\,1,1,1324457
荣耀Play4 Pro,1.6-1.12,\,1,2,1324457
荣耀Play4 Pro,1.13-1.19,\,1,3,1324457
荣耀Play4 Pro,1.20-1.26,\,1,4,1324457
荣耀Play4 Pro,1.27-1.31,\,1,5,1324457
荣耀Play4 Pro,2.1-2.2,\,2,5,1324457
荣耀Play4 Pro,2.3-2.9,\,2,6,1324457
荣耀Play4 Pro,2.10-2.16,\,2,7,1324457
荣耀Play4 Pro,2.17-2.23,\,2,8,1324457
荣耀Play4 Pro,2.24-2.29,\,2,9,1324457
荣耀Play4 Pro,3.1-3.5,\,3,10,1324457
荣耀Play4 Pro,3.6-3.12,\,3,11,1324457
荣耀Play4 Pro,3.13-3.19,\,3,12,1324457
荣耀Play4 Pro,3.20-3.26,\,3,13,1324457
荣耀Play4 Pro,3.27-3.31,\,3,14,1324457
荣耀Play4 Pro,4.1-4.2,\,4,14,1324457
荣耀Play4 Pro,4.3-4.9,\,4,15,1324457
荣耀Play4 Pro,4.10-4.16,\,4,16,1324457
荣耀Play4 Pro,4.17-4.23,\,4,17,1324457
荣耀Play4 Pro,4.24-4.30,\,4,18,1324457
荣耀Play4 Pro,5.1-5.7,\,5,19,1324457
荣耀Play4 Pro,5.8-5.14,\,5,20,1324457
荣耀Play4 Pro,5.15-5.21,\,5,21,1324457
荣耀Play4 Pro,5.22-5.28,\,5,22,1324457
荣耀Play4 Pro,5.29-5.31,\,5,23,1324457
荣耀Play4 Pro,6.1-6.4,\,6,23,1324457
荣耀Play4 Pro,6.5-6.11,\,6,24,1324457
荣耀Play4 Pro,6.12-6.18,1454,6,25,1324457
荣耀Play4 Pro,6.19-6.25,1798,6,26,1324457
荣耀Play4 Pro,6.26-6.30,1169,6,27,1324457
荣耀Play4 Pro,7.1-7.2,501,7,27,1324457
荣耀Play4 Pro,7.3-7.9,2252,7,28,1324457
荣耀Play4 Pro,7.10-7.16,3227,7,29,1324457
荣耀Play4 Pro,7.17-7.23,3943,7,30,1324457
荣耀Play4 Pro,7.24-7.30,7294,7,31,1324457
荣耀Play4 Pro,7.31-7.31,1042,7,32,1324457
荣耀Play4 Pro,8.1-8.6,9587,8,32,1324457
荣耀Play4 Pro,8.7-8.13,13124,8,33,1324457
荣耀Play4 Pro,8.14-8.20,16270,8,34,1324457
荣耀Play4 Pro,8.21-8.27,14136,8,35,1324457
荣耀Play4 Pro,8.28-8.31,7818,8,36,1324457
荣耀Play4 Pro,9.1-9.3,5582,9,36,1324457
荣耀Play4 Pro,9.4-9.10,12438,9,37,1324457
荣耀Play4 Pro,9.11-9.17,12433,9,38,1324457
荣耀Play4 Pro,9.18-9.24,11881,9,39,1324457
荣耀Play4 Pro,9.25-9.30,10333,9,40,1324457
荣耀Play4 Pro,10.1,2002,10,40,1324457
荣耀Play4 Pro,10.2-10.8,13179,10,41,1324457
荣耀Play4 Pro,10.9-10.15,12228,10,42,1324457
荣耀Play4 Pro,10.16-10.22,10919,10,43,1324457
荣耀Play4T,1.1-1.5,\,1,1,1317443
荣耀Play4T,1.6-1.12,\,1,2,1317443
荣耀Play4T,1.13-1.19,\,1,3,1317443
荣耀Play4T,1.20-1.26,\,1,4,1317443
荣耀Play4T,1.27-1.31,\,1,5,1317443
荣耀Play4T,2.1-2.2,\,2,5,1317443
荣耀Play4T,2.3-2.9,\,2,6,1317443
荣耀Play4T,2.10-2.16,\,2,7,1317443
荣耀Play4T,2.17-2.23,\,2,8,1317443
荣耀Play4T,2.24-2.29,\,2,9,1317443
荣耀Play4T,3.1-3.5,\,3,10,1317443
荣耀Play4T,3.6-3.12,\,3,11,1317443
荣耀Play4T,3.13-3.19,\,3,12,1317443
荣耀Play4T,3.20-3.26,\,3,13,1317443
荣耀Play4T,3.27-3.31,\,3,14,1317443
荣耀Play4T,4.1-4.2,\,4,14,1317443
荣耀Play4T,4.3-4.9,\,4,15,1317443
荣耀Play4T,4.10-4.16,\,4,16,1317443
荣耀Play4T,4.17-4.23,3366,4,17,1317443
荣耀Play4T,4.24-4.30,48923,4,18,1317443
荣耀Play4T,5.1-5.7,78006,5,19,1317443
荣耀Play4T,5.8-5.14,94162,5,20,1317443
荣耀Play4T,5.15-5.21,105813,5,21,1317443
荣耀Play4T,5.22-5.28,115449,5,22,1317443
荣耀Play4T,5.29-5.31,54663,5,23,1317443
荣耀Play4T,6.1-6.4,71447,6,23,1317443
荣耀Play4T,6.5-6.11,138999,6,24,1317443
荣耀Play4T,6.12-6.18,142769,6,25,1317443
荣耀Play4T,6.19-6.25,155013,6,26,1317443
荣耀Play4T,6.26-6.30,111062,6,27,1317443
荣耀Play4T,7.1-7.2,46989,7,27,1317443
荣耀Play4T,7.3-7.9,174103,7,28,1317443
荣耀Play4T,7.10-7.16,182317,7,29,1317443
荣耀Play4T,7.17-7.23,195708,7,30,1317443
荣耀Play4T,7.24-7.30,205935,7,31,1317443
荣耀Play4T,7.31-7.31,29419,7,32,1317443
荣耀Play4T,8.1-8.6,196309,8,32,1317443
荣耀Play4T,8.7-8.13,234536,8,33,1317443
荣耀Play4T,8.14-8.20,266316,8,34,1317443
荣耀Play4T,8.21-8.27,262498,8,35,1317443
荣耀Play4T,8.28-8.31,161227,8,36,1317443
荣耀Play4T,9.1-9.3,94498,9,36,1317443
荣耀Play4T,9.4-9.10,215001,9,37,1317443
荣耀Play4T,9.11-9.17,210344,9,38,1317443
荣耀Play4T,9.18-9.24,206750,9,39,1317443
荣耀Play4T,9.25-9.30,178945,9,40,1317443
荣耀Play4T,10.1,40963,10,40,1317443
荣耀Play4T,10.2-10.8,249414,10,41,1317443
荣耀Play4T,10.9-10.15,212763,10,42,1317443
荣耀Play4T,10.16-10.22,223393,10,43,1317443
荣耀Play4T Pro,1.1-1.5,\,1,1,1318065
荣耀Play4T Pro,1.6-1.12,\,1,2,1318065
荣耀Play4T Pro,1.13-1.19,\,1,3,1318065
荣耀Play4T Pro,1.20-1.26,\,1,4,1318065
荣耀Play4T Pro,1.27-1.31,\,1,5,1318065
荣耀Play4T Pro,2.1-2.2,\,2,5,1318065
荣耀Play4T Pro,2.3-2.9,\,2,6,1318065
荣耀Play4T Pro,2.10-2.16,\,2,7,1318065
荣耀Play4T Pro,2.17-2.23,\,2,8,1318065
荣耀Play4T Pro,2.24-2.29,\,2,9,1318065
荣耀Play4T Pro,3.1-3.5,\,3,10,1318065
荣耀Play4T Pro,3.6-3.12,\,3,11,1318065
荣耀Play4T Pro,3.13-3.19,\,3,12,1318065
荣耀Play4T Pro,3.20-3.26,\,3,13,1318065
荣耀Play4T Pro,3.27-3.31,\,3,14,1318065
荣耀Play4T Pro,4.1-4.2,\,4,14,1318065
荣耀Play4T Pro,4.3-4.9,\,4,15,1318065
荣耀Play4T Pro,4.10-4.16,10369,4,16,1318065
荣耀Play4T Pro,4.17-4.23,19948,4,17,1318065
荣耀Play4T Pro,4.24-4.30,123524,4,18,1318065
荣耀Play4T Pro,5.1-5.7,173190,5,19,1318065
荣耀Play4T Pro,5.8-5.14,177009,5,20,1318065
荣耀Play4T Pro,5.15-5.21,173705,5,21,1318065
荣耀Play4T Pro,5.22-5.28,173592,5,22,1318065
荣耀Play4T Pro,5.29-5.31,75859,5,23,1318065
荣耀Play4T Pro,6.1-6.4,100672,6,23,1318065
荣耀Play4T Pro,6.5-6.11,188956,6,24,1318065
荣耀Play4T Pro,6.12-6.18,217501,6,25,1318065
荣耀Play4T Pro,6.19-6.25,277220,6,26,1318065
荣耀Play4T Pro,6.26-6.30,198898,6,27,1318065
荣耀Play4T Pro,7.1-7.2,80975,7,27,1318065
荣耀Play4T Pro,7.3-7.9,302698,7,28,1318065
荣耀Play4T Pro,7.10-7.16,324677,7,29,1318065
荣耀Play4T Pro,7.17-7.23,341877,7,30,1318065
荣耀Play4T Pro,7.24-7.30,364061,7,31,1318065
荣耀Play4T Pro,7.31-7.31,52009,7,32,1318065
荣耀Play4T Pro,8.1-8.6,346168,8,32,1318065
荣耀Play4T Pro,8.7-8.13,398964,8,33,1318065
荣耀Play4T Pro,8.14-8.20,395369,8,34,1318065
荣耀Play4T Pro,8.21-8.27,353121,8,35,1318065
荣耀Play4T Pro,8.28-8.31,221636,8,36,1318065
荣耀Play4T Pro,9.1-9.3,134129,9,36,1318065
荣耀Play4T Pro,9.4-9.10,293098,9,37,1318065
荣耀Play4T Pro,9.11-9.17,284021,9,38,1318065
荣耀Play4T Pro,9.18-9.24,270655,9,39,1318065
荣耀Play4T Pro,9.25-9.30,232004,9,40,1318065
荣耀Play4T Pro,10.1,49988,10,40,1318065
荣耀Play4T Pro,10.2-10.8,306105,10,41,1318065
荣耀Play4T Pro,10.9-10.15,263246,10,42,1318065
荣耀Play4T Pro,10.16-10.22,267651,10,43,1318065
荣耀V20,1.1-1.5,30959,1,1,1237848
荣耀V20,1.6-1.12,30023,1,2,1237848
荣耀V20,1.13-1.19,21419,1,3,1237848
荣耀V20,1.20-1.26,22242,1,4,1237848
荣耀V20,1.27-1.31,12807,1,5,1237848
荣耀V20,2.1-2.2,5891,2,5,1237848
荣耀V20,2.3-2.9,20760,2,6,1237848
荣耀V20,2.10-2.16,12137,2,7,1237848
荣耀V20,2.17-2.23,12047,2,8,1237848
荣耀V20,2.24-2.29,9801,2,9,1237848
荣耀V20,3.1-3.5,9366,3,10,1237848
荣耀V20,3.6-3.12,11613,3,11,1237848
荣耀V20,3.13-3.19,11850,3,12,1237848
荣耀V20,3.20-3.26,10816,3,13,1237848
荣耀V20,3.27-3.31,7410,3,14,1237848
荣耀V20,4.1-4.2,3730,4,14,1237848
荣耀V20,4.3-4.9,11778,4,15,1237848
荣耀V20,4.10-4.16,10213,4,16,1237848
荣耀V20,4.17-4.23,8717,4,17,1237848
荣耀V20,4.24-4.30,8124,4,18,1237848
荣耀V20,5.1-5.7,15351,5,19,1237848
荣耀V20,5.8-5.14,15885,5,20,1237848
荣耀V20,5.15-5.21,11614,5,21,1237848
荣耀V20,5.22-5.28,14695,5,22,1237848
荣耀V20,5.29-5.31,6392,5,23,1237848
荣耀V20,6.1-6.4,12055,6,23,1237848
荣耀V20,6.5-6.11,15983,6,24,1237848
荣耀V20,6.12-6.18,14944,6,25,1237848
荣耀V20,6.19-6.25,8846,6,26,1237848
荣耀V20,6.26-6.30,6301,6,27,1237848
荣耀V20,7.1-7.2,2346,7,27,1237848
荣耀V20,7.3-7.9,7114,7,28,1237848
荣耀V20,7.10-7.16,5158,7,29,1237848
荣耀V20,7.17-7.23,4982,7,30,1237848
荣耀V20,7.24-7.30,5124,7,31,1237848
荣耀V20,7.31-7.31,732,7,32,1237848
荣耀V20,8.1-8.6,4434,8,32,1237848
荣耀V20,8.7-8.13,5788,8,33,1237848
荣耀V20,8.14-8.20,4275,8,34,1237848
荣耀V20,8.21-8.27,4166,8,35,1237848
荣耀V20,8.28-8.31,2877,8,36,1237848
荣耀V20,9.1-9.3,2448,9,36,1237848
荣耀V20,9.4-9.10,4726,9,37,1237848
荣耀V20,9.11-9.17,4608,9,38,1237848
荣耀V20,9.18-9.24,4329,9,39,1237848
荣耀V20,9.25-9.30,3711,9,40,1237848
荣耀V20,10.1,604,10,40,1237848
荣耀V20,10.2-10.8,3145,10,41,1237848
荣耀V20,10.9-10.15,3446,10,42,1237848
